Entity ID,Start Date,End Date,Satellite,Projection,Zone Code,Datum Code,Year of Composite,Region,Number of Days,Available Bands,Date Updated,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
AAUS201124925518,2011/09/06,2011/09/12,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/09/14,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201124925518,AAUS201124925518,http://earthexplorer.usgs.gov/download/options/2751/AAUS201124925518
AAUS201124926218,2011/09/06,2011/09/19,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/09/21,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201124926218,AAUS201124926218,http://earthexplorer.usgs.gov/download/options/2751/AAUS201124926218
AAUS201124224818,2011/08/30,2011/09/05,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/09/07,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201124224818,AAUS201124224818,http://earthexplorer.usgs.gov/download/options/2751/AAUS201124224818
AAUS201124225518,2011/08/30,2011/09/12,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/09/14,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201124225518,AAUS201124225518,http://earthexplorer.usgs.gov/download/options/2751/AAUS201124225518
AAUS201123524118,2011/08/23,2011/08/29,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/08/31,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201123524118,AAUS201123524118,http://earthexplorer.usgs.gov/download/options/2751/AAUS201123524118
AAUS201123524818,2011/08/23,2011/09/05,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/09/07,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201123524818,AAUS201123524818,http://earthexplorer.usgs.gov/download/options/2751/AAUS201123524818
AAUS201122824118,2011/08/16,2011/08/29,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/08/31,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201122824118,AAUS201122824118,http://earthexplorer.usgs.gov/download/options/2751/AAUS201122824118
AAUS201122823418,2011/08/16,2011/08/22,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/08/24,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201122823418,AAUS201122823418,http://earthexplorer.usgs.gov/download/options/2751/AAUS201122823418
AAUS201122123418,2011/08/09,2011/08/22,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/08/24,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201122123418,AAUS201122123418,http://earthexplorer.usgs.gov/download/options/2751/AAUS201122123418
AAUS201122122718,2011/08/09,2011/08/15,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/08/17,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201122122718,AAUS201122122718,http://earthexplorer.usgs.gov/download/options/2751/AAUS201122122718
AAUS201121422718,2011/08/02,2011/08/15,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/08/17,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201121422718,AAUS201121422718,http://earthexplorer.usgs.gov/download/options/2751/AAUS201121422718
AAUS201121422018,2011/08/02,2011/08/08,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/08/10,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201121422018,AAUS201121422018,http://earthexplorer.usgs.gov/download/options/2751/AAUS201121422018
AAUS201120721318,2011/07/26,2011/08/01,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/08/03,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201120721318,AAUS201120721318,http://earthexplorer.usgs.gov/download/options/2751/AAUS201120721318
AAUS201120722018,2011/07/26,2011/08/08,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/08/10,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201120722018,AAUS201120722018,http://earthexplorer.usgs.gov/download/options/2751/AAUS201120722018
AAUS201120020618,2011/07/19,2011/07/25,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/07/27,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201120020618,AAUS201120020618,http://earthexplorer.usgs.gov/download/options/2751/AAUS201120020618
AAUS201120021318,2011/07/19,2011/08/01,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/08/03,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201120021318,AAUS201120021318,http://earthexplorer.usgs.gov/download/options/2751/AAUS201120021318
AAUS201119320618,2011/07/12,2011/07/25,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/07/27,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201119320618,AAUS201119320618,http://earthexplorer.usgs.gov/download/options/2751/AAUS201119320618
AAUS201119319918,2011/07/12,2011/07/18,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/07/20,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201119319918,AAUS201119319918,http://earthexplorer.usgs.gov/download/options/2751/AAUS201119319918
AAUS201118619918,2011/07/05,2011/07/18,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/07/20,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201118619918,AAUS201118619918,http://earthexplorer.usgs.gov/download/options/2751/AAUS201118619918
AAUS201118619218,2011/07/05,2011/07/11,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/07/13,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201118619218,AAUS201118619218,http://earthexplorer.usgs.gov/download/options/2751/AAUS201118619218
AAUS201117919218,2011/06/28,2011/07/11,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/07/13,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201117919218,AAUS201117919218,http://earthexplorer.usgs.gov/download/options/2751/AAUS201117919218
AAUS201117918518,2011/06/28,2011/07/04,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/07/06,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201117918518,AAUS201117918518,http://earthexplorer.usgs.gov/download/options/2751/AAUS201117918518
AAUS201117218518,2011/06/21,2011/07/04,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/07/06,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201117218518,AAUS201117218518,http://earthexplorer.usgs.gov/download/options/2751/AAUS201117218518
AAUS201117217818,2011/06/21,2011/06/27,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/06/29,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201117217818,AAUS201117217818,http://earthexplorer.usgs.gov/download/options/2751/AAUS201117217818
AAUS201116517818,2011/06/14,2011/06/27,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/06/29,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201116517818,AAUS201116517818,http://earthexplorer.usgs.gov/download/options/2751/AAUS201116517818
AAUS201116517118,2011/06/14,2011/06/20,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/06/22,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201116517118,AAUS201116517118,http://earthexplorer.usgs.gov/download/options/2751/AAUS201116517118
AAUS201115816418,2011/06/07,2011/06/13,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/06/15,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201115816418,AAUS201115816418,http://earthexplorer.usgs.gov/download/options/2751/AAUS201115816418
AAUS201115817118,2011/06/07,2011/06/20,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/06/22,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201115817118,AAUS201115817118,http://earthexplorer.usgs.gov/download/options/2751/AAUS201115817118
AAUS201115115718,2011/05/31,2011/06/06,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/06/08,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201115115718,AAUS201115115718,http://earthexplorer.usgs.gov/download/options/2751/AAUS201115115718
AAUS201115116418,2011/05/31,2011/06/13,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/06/15,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201115116418,AAUS201115116418,http://earthexplorer.usgs.gov/download/options/2751/AAUS201115116418
AAUS201114415018,2011/05/24,2011/05/30,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/06/01,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201114415018,AAUS201114415018,http://earthexplorer.usgs.gov/download/options/2751/AAUS201114415018
AAUS201114415718,2011/05/24,2011/06/06,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/06/08,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201114415718,AAUS201114415718,http://earthexplorer.usgs.gov/download/options/2751/AAUS201114415718
AAUS201113715018,2011/05/17,2011/05/30,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/06/01,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201113715018,AAUS201113715018,http://earthexplorer.usgs.gov/download/options/2751/AAUS201113715018
AAUS201113714318,2011/05/17,2011/05/23,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/05/25,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201113714318,AAUS201113714318,http://earthexplorer.usgs.gov/download/options/2751/AAUS201113714318
AAUS201113014318,2011/05/10,2011/05/23,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/05/25,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201113014318,AAUS201113014318,http://earthexplorer.usgs.gov/download/options/2751/AAUS201113014318
AAUS201113013618,2011/05/10,2011/05/16,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/05/18,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201113013618,AAUS201113013618,http://earthexplorer.usgs.gov/download/options/2751/AAUS201113013618
AAUS201112312918,2011/05/03,2011/05/09,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,7 Day Composite,14,2011/05/11,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201112312918,AAUS201112312918,http://earthexplorer.usgs.gov/download/options/2751/AAUS201112312918
AAUS201112313618,2011/05/03,2011/05/16,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2011,US,14 Day Composite,14,2011/05/18,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201112313618,AAUS201112313618,http://earthexplorer.usgs.gov/download/options/2751/AAUS201112313618
AAUS201027127718,2010/09/28,2010/10/04,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,7 Day Composite,14,2010/10/06,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201027127718,AAUS201027127718,http://earthexplorer.usgs.gov/download/options/2751/AAUS201027127718
AAUS201027128418,2010/09/28,2010/10/11,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,14 Day Composite,14,2010/10/13,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201027128418,AAUS201027128418,http://earthexplorer.usgs.gov/download/options/2751/AAUS201027128418
AAUS201026427718,2010/09/21,2010/10/04,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,14 Day Composite,14,2010/10/06,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201026427718,AAUS201026427718,http://earthexplorer.usgs.gov/download/options/2751/AAUS201026427718
AAUS201026427018,2010/09/21,2010/09/27,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,7 Day Composite,14,2010/09/29,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201026427018,AAUS201026427018,http://earthexplorer.usgs.gov/download/options/2751/AAUS201026427018
AAUS201025726318,2010/09/14,2010/09/20,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,7 Day Composite,14,2010/09/22,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201025726318,AAUS201025726318,http://earthexplorer.usgs.gov/download/options/2751/AAUS201025726318
AAUS201025727018,2010/09/14,2010/09/27,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,14 Day Composite,14,2010/09/29,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201025727018,AAUS201025727018,http://earthexplorer.usgs.gov/download/options/2751/AAUS201025727018
AAUS201025025618,2010/09/07,2010/09/13,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,7 Day Composite,14,2010/09/15,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201025025618,AAUS201025025618,http://earthexplorer.usgs.gov/download/options/2751/AAUS201025025618
AAUS201025026318,2010/09/07,2010/09/20,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,14 Day Composite,14,2010/09/22,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201025026318,AAUS201025026318,http://earthexplorer.usgs.gov/download/options/2751/AAUS201025026318
AAUS201024324918,2010/08/31,2010/09/06,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,7 Day Composite,14,2010/09/08,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201024324918,AAUS201024324918,http://earthexplorer.usgs.gov/download/options/2751/AAUS201024324918
AAUS201024325618,2010/08/31,2010/09/13,NOAA-18,Lambert Azimuthal Equal Area,62,Sphere; US only,2010,US,14 Day Composite,14,2010/09/15,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201024325618,AAUS201024325618,http://earthexplorer.usgs.gov/download/options/2751/AAUS201024325618
